,Mean Freq,Thuc_Book1,Aesch_Ag,Aesch_Cho,Aesch_Eumen,Aesch_Pers,Aesch_PromV,Aesch_Septem,Aesch_Supp,Athenaeus_Book12,Athenaeus_Book13,DioSic_Book11,Hdt_Book1,Hesiod_Theog,Hesiod_Works,Homer_Iliad,HomerJr_Odyssey,Lysias_Orat1,Lysias_Orat14,Plato_Euth,Plut_Lyc,Polybius_Book1,Soph_Ajax,Soph_Antig,Soph_Elec,Soph_OT,Soph_Trach
atr-obj-atr-sbj-obj-pred-root,0.006,0,0,0,0.015673981,0,0,0.048138639,0,0,0.003953819,0,0.013793738,0,0,0.000788886,0,0,0.035701535,0,0.018677624,0,0.031665611,0,0,0,0
atr-obj-auxp-adv-coord-root,0.002,0,0,0,0,0,0,0,0,0.010181226,0,0.016007684,0.009195825,0,0,0.000788886,0.004449467,0,0,0,0.009338812,0.010612707,0,0,0,0,0
atr-obj-auxp-adv-pred-co-coord-coord-root,0.003,0.00728863,0,0,0,0,0,0,0.016809548,0.005090613,0,0,0.032185388,0,0,0.000788886,0.001779787,0,0,0,0,0.003537569,0,0,0,0,0.011330161
atr-obj-auxp-atr-obj-pred-co-coord-root,0.004,0.00728863,0,0.030520372,0,0.015948963,0,0.016046213,0,0,0,0,0.009195825,0.012336541,0,0.003155545,0.001779787,0,0,0,0,0,0.010555204,0,0,0,0
atr-obj-co-coord-atr-sbj-pred-root,0.005,0.00728863,0,0,0,0,0,0,0,0,0.007907639,0,0,0,0,0.000788886,0.000889893,0,0,0,0,0,0.010555204,0,0,0,0.101971448
atr-obj-coord-pred-co-coord-root,0.002,0.014577259,0,0,0,0,0,0,0,0.015271839,0,0,0,0,0.014407146,0.002366659,0.003559574,0,0,0,0,0.003537569,0,0,0,0.008940545,0
atr-obj-obj-adv-auxc-coord-root,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043221438,0.004733317,0.001779787,0,0,0,0.018677624,0.003537569,0,0,0,0,0.011330161
atr-obj-sbj-adv-auxc-pred-root,0.004,0,0.030593514,0.030520372,0,0,0,0,0,0,0.019769097,0.016007684,0,0,0,0.001577772,0,0,0,0,0.009338812,0.003537569,0,0,0,0,0
atr-obj-sbj-obj-pred-root,0.004,0.00728863,0,0,0,0,0.01416832,0,0,0.010181226,0,0.032015367,0,0,0,0,0,0,0,0,0.009338812,0.021225414,0,0,0,0,0.022660322
atr-pnom-atr-sbj-pred-root,0.003,0,0,0,0,0,0,0,0,0.025453065,0.007907639,0.016007684,0.022989563,0,0,0,0,0,0,0,0,0.003537569,0,0.011427265,0,0,0
atv-obj-obj-pred-co-coord-root,0.002,0,0,0,0,0.015948963,0,0,0,0,0.003953819,0,0,0,0.014407146,0.002366659,0.006229254,0,0,0,0,0,0.010555204,0,0,0.008940545,0
auxp-adv-sbj-pred-root,0.004,0.014577259,0,0,0.015673981,0,0,0,0.016809548,0,0,0,0.009195825,0,0,0.000788886,0,0,0,0,0.028016436,0.014150276,0,0.011427265,0,0,0
auxp-obj-co-coord-coord-pred-root,0.004,0.00728863,0,0,0,0.015948963,0,0,0,0.020362452,0.003953819,0,0.013793738,0,0,0,0,0,0,0,0.018677624,0.003537569,0,0.022854531,0,0,0
auxp-sbj-pred-co-coord-coord-root,0.004,0,0,0,0,0.015948963,0,0,0,0.005090613,0,0,0.009195825,0,0,0.000788886,0,0,0,0.016401509,0,0.021225414,0.010555204,0,0.009533797,0,0.011330161
auxx-coord-auxp-pred-root,0.003,0,0,0,0.031347962,0,0,0,0.016809548,0,0,0,0.004597913,0,0,0.003155545,0.004449467,0,0,0.016401509,0,0,0,0,0,0.008940545,0
auxx-coord-coord-pred-co-coord-root,0.003,0.00728863,0,0,0,0,0,0,0,0,0.007907639,0,0.004597913,0,0,0.001577772,0.00266968,0,0,0,0.018677624,0.007075138,0,0,0.009533797,0.008940545,0
auxx-exd-exd-pred-co-coord-root,0.006,0,0,0.015260186,0.015673981,0,0,0,0,0,0,0,0,0,0,0.001577772,0.001779787,0,0,0.098409054,0,0,0,0.011427265,0.019067595,0,0
auxy-adv-exd-pred-root,0.005,0,0.020395676,0,0,0.031897927,0,0,0,0,0,0,0,0,0.014407146,0.002366659,0.000889893,0,0,0,0,0,0.010555204,0.011427265,0,0.017881091,0.022660322
auxy-auxy-pred-root,0.002,0,0,0.015260186,0,0,0,0.016046213,0,0,0,0,0,0,0,0.005522203,0.003559574,0,0,0,0,0,0,0,0,0.008940545,0.011330161
auxy-exd-root,0.003,0,0.020395676,0,0,0.015948963,0,0.016046213,0,0,0.003953819,0,0.004597913,0,0,0.003155545,0.00266968,0,0,0,0,0,0,0.011427265,0.009533797,0,0
auxy-pred-coord-root,0.005,0,0.010197838,0.015260186,0,0.015948963,0.01416832,0.032092426,0,0,0,0,0,0,0,0,0.005339361,0,0,0,0,0.003537569,0.010555204,0.011427265,0,0,0
auxz-atr-adv-auxp-pred-root,0.003,0,0,0,0,0.015948963,0,0,0,0.005090613,0.011861458,0,0.013793738,0,0,0.001577772,0,0,0,0,0,0.007075138,0,0.022854531,0,0,0.011330161
auxz-exd-adv-auxc-pred-root,0.003,0,0,0.015260186,0,0,0,0,0.016809548,0,0,0,0,0,0.014407146,0.000788886,0.007119148,0,0,0,0,0,0,0,0.009533797,0,0.022660322
coord-adv-co-coord-pred-co-coord-root,0.003,0,0,0,0,0,0,0,0,0,0.007907639,0.016007684,0,0.012336541,0.014407146,0.003155545,0.00266968,0,0,0,0.018677624,0.003537569,0,0,0,0,0
obj-atr-sbj-coord-root,0.003,0.021865889,0,0,0,0,0,0,0,0,0.003953819,0.016007684,0,0.012336541,0.014407146,0.004733317,0.001779787,0,0,0,0,0,0,0,0,0,0
obj-auxc-exd-pred-root,0.006,0,0.020395676,0,0,0,0.01416832,0,0,0,0,0,0,0,0,0.001577772,0,0,0,0.032803018,0,0,0.010555204,0.022854531,0,0.026821636,0.022660322
obj-auxp-sbj-pred-co-coord-root,0.004,0.014577259,0,0,0,0.015948963,0.01416832,0,0,0,0,0.016007684,0.009195825,0,0,0.001577772,0.001779787,0,0,0.016401509,0.009338812,0.003537569,0,0,0.009533797,0,0
obj-pred-ap-co-coord-apos-root,0.004,0.00728863,0,0,0,0,0,0,0,0.005090613,0.011861458,0.064030735,0.009195825,0,0.014407146,0.002366659,0,0,0,0,0,0,0,0,0,0,0
obj-root,0.003,0,0,0,0,0,0,0,0,0.005090613,0.007907639,0,0.004597913,0,0,0.000788886,0.00266968,0,0,0,0.028016436,0.007075138,0,0,0,0,0.022660322
obj-sbj-co-coord-coord-pred-root,0.009,0.00728863,0,0,0.015673981,0,0,0.016046213,0,0,0,0.016007684,0,0,0,0,0,0.14114326,0,0,0,0.014150276,0,0.011427265,0.009533797,0,0.011330161
ocomp-co-coord-obj-pred-root,0.003,0,0,0,0,0,0,0,0,0.010181226,0.011861458,0,0.009195825,0,0,0.001577772,0,0,0,0,0.018677624,0.014150276,0,0,0,0,0
pnom-adv-adv-auxc-pred-root,0.005,0.00728863,0.010197838,0,0.031347962,0,0,0,0,0.020362452,0.003953819,0,0,0,0.014407146,0,0.00266968,0,0.035701535,0.016401509,0,0,0,0,0,0,0
pnom-adv-coord-root,0.005,0.00728863,0,0,0,0,0,0,0.016809548,0.015271839,0,0.016007684,0.004597913,0,0,0.000788886,0,0,0.035701535,0.016401509,0.018677624,0.010612707,0,0,0,0,0
pnom-obj-auxc-pred-co-coord-root,0.006,0,0,0,0,0,0,0,0,0,0,0,0.009195825,0,0,0.003155545,0.000889893,0.07057163,0,0.032803018,0,0,0.010555204,0,0,0.008940545,0.022660322
sbj-adv-exd-pred-root,0.005,0,0.010197838,0.015260186,0.015673981,0,0.01416832,0,0,0,0,0,0,0,0.014407146,0.003944431,0,0,0,0,0,0,0.010555204,0.011427265,0,0.017881091,0.011330161
sbj-obj-auxc-adv-pred-root,0.003,0.00728863,0,0,0,0,0.01416832,0,0,0.005090613,0.019769097,0.016007684,0.013793738,0,0,0.000788886,0,0,0,0,0.009338812,0.003537569,0,0,0,0,0
sbj-root,0.004,0,0,0,0,0,0.01416832,0.016046213,0,0,0.015815278,0,0.004597913,0,0,0,0.000889893,0,0,0,0,0.010612707,0,0.011427265,0.019067595,0.008940545,0
adv-adv-adv-auxc-exd-pred-root,0.005,0,0.010197838,0,0,0,0,0,0,0,0,0,0,0.012336541,0,0.001577772,0.000889893,0,0,0,0,0,0.010555204,0,0.009533797,0.017881091,0.056650804
adv-adv-atr-obj-pred-root,0.003,0,0.010197838,0,0,0,0,0,0.016809548,0.005090613,0,0,0.004597913,0.012336541,0,0.003944431,0.001779787,0,0,0,0,0.003537569,0,0,0,0.008940545,0
adv-adv-auxc-pred-co-coord-coord-root,0.004,0,0,0,0,0,0,0,0,0,0,0,0.004597913,0,0.014407146,0.001577772,0.000889893,0,0,0.016401509,0,0.007075138,0.021110407,0,0.019067595,0.008940545,0.011330161
adv-adv-auxc-root,0.004,0,0,0,0,0,0,0.016046213,0,0,0,0,0,0.012336541,0,0.000788886,0.003559574,0,0,0,0,0,0,0,0.038135189,0.008940545,0.022660322
adv-adv-co-coord-auxc-obj-pred-root,0.005,0,0,0,0,0,0,0,0,0.010181226,0.007907639,0,0.009195825,0.012336541,0,0.001577772,0,0,0.07140307,0,0,0.010612707,0,0,0,0,0
adv-atr-obj-adv-co-coord-pred-root,0.003,0.014577259,0,0,0,0,0,0,0,0.005090613,0.011861458,0,0.009195825,0,0,0,0.001779787,0,0,0,0.018677624,0.007075138,0,0,0,0,0
adv-atr-obj-ap-apos-pred-root,0.002,0,0.010197838,0,0.031347962,0,0,0,0,0.005090613,0.003953819,0,0.004597913,0,0,0.001577772,0.005339361,0,0,0,0,0,0,0,0,0,0
adv-atr-obj-pred-co-coord-coord-root,0.003,0,0,0,0,0,0,0,0,0,0.007907639,0,0.009195825,0.012336541,0,0.002366659,0.00266968,0,0,0,0,0,0,0,0.009533797,0,0.022660322
adv-auxc-atr-obj-pred-co-coord-root,0.004,0.00728863,0,0,0,0.031897927,0.01416832,0,0,0,0,0.016007684,0,0,0,0.002366659,0.004449467,0,0.035701535,0,0,0,0,0,0,0,0
adv-auxc-atr-sbj-pred-root,0.004,0,0,0,0,0,0.01416832,0,0,0.015271839,0.007907639,0,0.004597913,0,0,0.000788886,0.00266968,0.035285815,0,0,0,0.003537569,0,0,0,0,0.011330161
adv-auxp-adv-auxc-obj-pred-root,0.003,0,0.010197838,0,0,0,0,0,0,0,0.023722916,0.016007684,0.013793738,0,0,0,0.000889893,0,0,0,0.009338812,0.003537569,0,0,0,0,0
adv-auxp-adv-auxp-pred-root,0.002,0.00728863,0,0,0,0,0,0,0,0.025453065,0.003953819,0,0.009195825,0,0,0.001577772,0,0,0,0,0,0.010612707,0,0,0,0,0
adv-auxp-adv-obj-co-coord-pred-root,0.002,0,0,0,0,0,0,0,0,0,0.015815278,0,0.013793738,0,0,0.001577772,0.000889893,0,0,0,0.028016436,0.003537569,0,0,0,0,0
adv-auxp-atr-adv-auxp-pred-root,0.002,0,0,0,0,0,0,0,0,0.005090613,0.019769097,0,0.013793738,0,0,0.000788886,0.000889893,0,0,0,0,0.010612707,0,0,0,0,0
adv-auxp-atr-co-coord-obj-pred-root,0.003,0,0,0,0,0,0,0,0,0,0.007907639,0,0,0.024673082,0,0.003155545,0.00266968,0,0,0,0.009338812,0,0.021110407,0,0,0,0
adv-auxp-sbj-exd-pred-root,0.005,0,0.010197838,0,0.015673981,0,0.01416832,0.032092426,0,0,0,0,0,0,0.014407146,0.002366659,0.000889893,0,0,0,0,0,0,0.011427265,0.019067595,0.008940545,0
adv-obj-exd-pred-co-coord-root,0.004,0,0,0,0.031347962,0,0.01416832,0,0,0,0,0,0,0.049346163,0,0.001577772,0.003559574,0,0,0,0,0,0,0,0.009533797,0,0
atr-adv-adv-adv-pred-root,0.005,0,0,0,0.015673981,0,0,0,0,0,0.003953819,0.016007684,0.004597913,0,0.014407146,0.001577772,0,0,0.035701535,0,0.037355248,0.003537569,0,0,0.009533797,0,0
atr-adv-auxp-coord-coord-root,0.003,0,0,0,0,0,0,0,0,0.005090613,0,0,0.004597913,0,0,0.003155545,0.000889893,0,0,0.032803018,0,0.014150276,0,0.011427265,0,0,0
atr-adv-coord-root,0.005,0,0,0,0,0,0.056673279,0.016046213,0,0.005090613,0,0,0,0,0,0.000788886,0.001779787,0,0,0,0.009338812,0.003537569,0,0,0,0.017881091,0.011330161
atr-atr-obj-auxp-adv-pred-root,0.002,0,0,0,0,0,0,0,0,0,0.007907639,0.016007684,0.009195825,0,0,0.001577772,0.001779787,0,0,0,0,0.014150276,0,0,0,0,0.011330161
atr-auxp-adv-pred-root,0.004,0,0,0,0,0,0,0,0.016809548,0,0.003953819,0.016007684,0,0,0.014407146,0.000788886,0.00266968,0,0,0,0,0.007075138,0.010555204,0.011427265,0,0.017881091,0
atr-auxp-obj-co-coord-pred-co-coord-root,0.003,0,0,0.015260186,0,0,0,0,0.016809548,0.015271839,0,0,0.004597913,0,0.014407146,0.003155545,0.00266968,0,0,0,0,0,0,0,0,0,0
atr-auxp-pred-root,0.003,0.00728863,0,0,0.015673981,0,0,0,0.016809548,0.020362452,0.007907639,0,0.004597913,0,0,0,0.001779787,0,0,0,0,0.007075138,0,0,0,0,0
atr-auxp-sbj-co-coord-pred-root,0.003,0,0,0,0,0,0,0,0,0,0.011861458,0.032015367,0.004597913,0,0,0,0.003559574,0,0,0,0.009338812,0.007075138,0,0,0.009533797,0,0
atr-obj-adv-atr-obj-pred-root,0.003,0,0,0.015260186,0,0,0,0,0.016809548,0,0.003953819,0,0.004597913,0.012336541,0,0.003155545,0.003559574,0,0,0,0,0,0,0,0,0,0.011330161
atr-obj-adv-auxc-adv-pred-co-coord-root,0.003,0,0,0,0,0.015948963,0,0,0,0,0,0,0,0,0.014407146,0.003944431,0.003559574,0,0.035701535,0,0,0.007075138,0,0,0,0,0
atr-obj-adv-auxc-pred-co-coord-coord-root,0.004,0,0,0,0,0,0,0,0,0,0,0,0.027587475,0,0,0.000788886,0.001779787,0,0,0.032803018,0.009338812,0,0,0.011427265,0,0.008940545,0
atr-obj-atr-obj-adv-auxc-pred-root,0.003,0,0,0,0,0,0.028336639,0,0,0,0,0,0,0,0,0.002366659,0.003559574,0,0,0,0,0.007075138,0,0,0.009533797,0,0.022660322
atr-obj-auxp-obj-adv-pred-root,0.006,0.00728863,0,0,0,0,0,0,0,0,0.007907639,0,0.013793738,0,0,0.001577772,0,0,0.107104605,0,0,0,0,0,0,0.026821636,0
atr-obj-obj-adv-coord-root,0.006,0,0,0,0,0,0,0,0,0.005090613,0.011861458,0.016007684,0.004597913,0,0,0,0.001779787,0,0.107104605,0,0.018677624,0.003537569,0,0,0,0,0
atr-obj-obj-auxc-pred-co-coord-root,0.003,0,0,0,0.015673981,0,0.01416832,0,0,0,0,0,0.004597913,0,0,0.004733317,0.001779787,0,0,0,0,0,0.010555204,0,0.019067595,0,0
atr-obj-obj-exd-pred-co-coord-root,0.005,0,0,0.015260186,0.031347962,0,0,0,0,0,0,0,0,0.012336541,0,0.000788886,0.00266968,0,0,0,0,0,0.010555204,0,0.038135189,0.008940545,0
atr-obj-obj-obj-auxc-pred-root,0.007,0,0,0,0,0,0,0,0,0.010181226,0,0.032015367,0.009195825,0,0,0.002366659,0,0.105857445,0,0,0.009338812,0,0,0,0.009533797,0,0
atr-obj-obj-sbj-pred-root,0.008,0,0,0,0.015673981,0.015948963,0,0.016046213,0,0,0.003953819,0.016007684,0,0,0,0,0,0,0.07140307,0.016401509,0.018677624,0.010612707,0.010555204,0,0,0,0
atr-obj-pnom-pred-co-coord-root,0.004,0,0,0,0,0,0,0,0,0.020362452,0.003953819,0,0.009195825,0,0.043221438,0,0,0,0,0.016401509,0,0.007075138,0,0.011427265,0,0,0
atr-obj-pred-coord-root,0.003,0,0.010197838,0,0,0,0.028336639,0,0,0.010181226,0,0,0,0,0,0,0.004449467,0,0,0,0.009338812,0.003537569,0,0,0.019067595,0,0
atr-pnom-co-coord-exd-pred-root,0.004,0,0,0.061040745,0.015673981,0,0,0,0,0,0,0,0,0,0,0.002366659,0.001779787,0,0,0,0,0.003537569,0,0.011427265,0,0.017881091,0
atr-sbj-exd-obj-pred-root,0.005,0,0.010197838,0,0.015673981,0,0,0.032092426,0,0,0,0,0,0,0,0.001577772,0.001779787,0,0,0,0,0,0.010555204,0.022854531,0.028601392,0,0
atr-sbj-obj-adv-auxc-pred-root,0.004,0.014577259,0,0,0,0,0,0,0,0.015271839,0,0,0.022989563,0,0,0.000788886,0.000889893,0.035285815,0,0,0,0,0,0,0,0.008940545,0
atr-sbj-obj-co-coord-adv-pred-co-coord-root,0.006,0.014577259,0,0,0,0,0,0,0,0,0,0.064030735,0.009195825,0,0,0,0.001779787,0.07057163,0,0,0,0.007075138,0,0,0,0,0
atv-obj-pred-co-coord-coord-root,0.003,0,0,0,0,0.015948963,0,0,0,0,0,0,0,0,0.014407146,0.003944431,0.00266968,0,0,0,0,0,0,0.011427265,0.019067595,0,0.011330161
auxc-adv-co-coord-coord-root,0.004,0,0,0,0,0,0,0,0,0.005090613,0.011861458,0,0,0,0,0.000788886,0,0.035285815,0,0,0.028016436,0.017687845,0,0,0,0,0
auxc-obj-auxc-pred-root,0.006,0,0,0,0,0.015948963,0,0,0,0.005090613,0.011861458,0,0.009195825,0,0,0.000788886,0.000889893,0.07057163,0,0.016401509,0,0,0,0.011427265,0,0.008940545,0
auxp-adv-adv-co-coord-auxc-pred-root,0.005,0.00728863,0.010197838,0,0,0,0,0,0.016809548,0.005090613,0,0,0,0,0.014407146,0.002366659,0,0.035285815,0,0,0.028016436,0.007075138,0,0,0,0,0
auxp-adv-coord-pred-root,0.002,0,0,0,0,0,0,0,0,0.025453065,0.003953819,0,0.009195825,0,0,0.002366659,0.000889893,0,0,0,0,0.007075138,0,0,0,0,0
auxp-atr-sbj-co-coord-pred-root,0.005,0.00728863,0,0,0,0,0.01416832,0,0.016809548,0,0,0.032015367,0.004597913,0,0,0.001577772,0.000889893,0,0,0,0.028016436,0.003537569,0,0,0,0.008940545,0
auxp-coord-atr-obj-pred-root,0.003,0,0,0,0.031347962,0,0,0,0,0,0.007907639,0.032015367,0.009195825,0,0,0.001577772,0.003559574,0,0,0,0,0,0,0,0,0,0
auxp-obj-obj-pred-co-coord-root,0.004,0.021865889,0,0,0,0,0,0.016046213,0,0,0.003953819,0,0.004597913,0,0,0.000788886,0.001779787,0,0,0.016401509,0,0.007075138,0,0.022854531,0,0,0
auxp-pred-coord-root,0.004,0,0.030593514,0,0,0.015948963,0,0,0,0,0,0,0,0,0,0.000788886,0.00266968,0,0,0,0,0.007075138,0.021110407,0.011427265,0.009533797,0,0
auxp-sbj-adv-pred-root,0.005,0.00728863,0.010197838,0,0,0,0,0,0,0.005090613,0,0.032015367,0,0,0,0,0,0,0.035701535,0,0.018677624,0.017687845,0.010555204,0,0,0,0
auxp-sbj-co-coord-pred-co-coord-root,0.003,0.00728863,0,0,0,0,0,0,0,0.010181226,0,0.016007684,0.004597913,0,0,0.002366659,0,0,0,0,0.009338812,0.017687845,0,0,0,0,0
auxx-adv-atr-sbj-pred-root,0.003,0,0,0,0,0,0,0,0.016809548,0.010181226,0,0,0,0,0,0.000788886,0.000889893,0,0,0,0,0.017687845,0.010555204,0.011427265,0,0.017881091,0
auxx-atr-pred-co-coord-root,0.003,0.014577259,0,0,0,0.015948963,0.01416832,0,0,0,0.003953819,0,0,0.012336541,0.014407146,0.003155545,0.00266968,0,0,0,0,0,0,0,0,0,0
auxx-atr-sbj-ap-apos-pred-root,0.004,0,0,0.015260186,0,0,0.01416832,0,0,0.010181226,0.003953819,0,0.004597913,0.024673082,0.014407146,0.000788886,0.000889893,0,0,0,0,0,0,0,0.019067595,0.008940545,0
auxx-auxc-adv-auxc-exd-pred-root,0.004,0,0.010197838,0,0,0.015948963,0,0,0,0,0,0,0,0,0,0.002366659,0.000889893,0,0,0,0,0,0,0,0.028601392,0.017881091,0.033990483
auxx-auxc-atr-sbj-pred-root,0.003,0,0,0,0,0,0,0,0,0.020362452,0.003953819,0,0,0,0,0.001577772,0.003559574,0.035285815,0,0,0,0.003537569,0,0,0,0,0.011330161
auxx-obj-adv-pred-root,0.003,0.014577259,0,0,0.015673981,0.015948963,0,0,0,0,0,0,0.004597913,0,0,0,0.003559574,0,0,0,0.009338812,0.007075138,0,0,0,0.017881091,0
auxy-adv-co-coord-pred-root,0.002,0,0,0.015260186,0,0,0,0,0,0,0,0,0,0.012336541,0,0.004733317,0.001779787,0,0,0,0,0.007075138,0.010555204,0,0,0,0.011330161
auxy-atr-obj-adv-pred-root,0.003,0,0,0,0,0,0,0,0.016809548,0,0,0,0,0,0,0.000788886,0.004449467,0,0,0,0,0,0,0.011427265,0.019067595,0.026821636,0.011330161
auxy-coord-apos-obj-pred-root,0.004,0,0,0,0,0,0,0,0,0.015271839,0.007907639,0,0,0,0,0.000788886,0.00266968,0.035285815,0,0,0,0.007075138,0,0,0,0,0.022660322
auxy-exd-pred-co-coord-coord-root,0.003,0,0.010197838,0.015260186,0,0,0,0,0,0,0,0,0,0.012336541,0.028814292,0.000788886,0.006229254,0,0,0.016401509,0,0,0,0,0,0,0
auxz-adv-obj-co-coord-pred-root,0.003,0.00728863,0,0,0.031347962,0,0,0,0,0,0.007907639,0,0,0,0,0.001577772,0.00266968,0,0,0,0.018677624,0.003537569,0.010555204,0,0,0,0
auxz-atr-obj-adv-pred-root,0.004,0,0.010197838,0,0,0.015948963,0,0,0,0,0.007907639,0.016007684,0.004597913,0,0,0.001577772,0.00266968,0,0,0,0,0,0,0.022854531,0.009533797,0,0
auxz-auxz-exd-pred-root,0.006,0,0,0.030520372,0,0,0.042504959,0,0,0,0,0,0,0,0,0,0,0,0,0.016401509,0,0,0.021110407,0,0.019067595,0.026821636,0.011330161
auxz-obj-auxp-pred-root,0.004,0,0.010197838,0,0,0,0.028336639,0,0,0.010181226,0.003953819,0,0,0,0,0.002366659,0.000889893,0,0,0,0.009338812,0,0,0,0.028601392,0,0
auxz-sbj-obj-pred-co-coord-root,0.003,0,0,0,0.015673981,0,0,0,0,0,0.003953819,0,0,0.012336541,0,0.003944431,0.003559574,0,0,0.016401509,0.009338812,0,0,0,0,0,0
coord-atr-obj-adv-pred-root,0.005,0.00728863,0.010197838,0.015260186,0.031347962,0.015948963,0.01416832,0,0,0,0.003953819,0.016007684,0.004597913,0,0,0.001577772,0,0,0,0,0.018677624,0,0,0,0,0,0
coord-exd-coord-root,0.003,0,0,0.015260186,0,0,0,0.016046213,0,0,0,0,0,0,0,0.002366659,0.004449467,0,0,0,0,0,0.021110407,0.011427265,0,0.008940545,0
coord-obj-ap-apos-pred-co-coord-root,0.003,0,0,0,0,0.015948963,0,0,0,0.005090613,0,0,0,0.024673082,0,0.003155545,0.003559574,0,0,0,0,0.003537569,0,0,0.009533797,0,0
coord-pnom-obj-pred-root,0.004,0.021865889,0,0,0,0,0,0,0,0.005090613,0.003953819,0,0.004597913,0,0,0.001577772,0.000889893,0,0.035701535,0,0.018677624,0.007075138,0,0,0,0,0
coord-sbj-coord-root,0.003,0.00728863,0,0,0,0,0,0,0,0,0.003953819,0.032015367,0.009195825,0,0,0.000788886,0.00266968,0,0,0,0,0.010612707,0,0,0,0,0.011330161
exd-ap-apos-exd-pred-root,0.004,0,0.030593514,0,0.031347962,0,0,0.016046213,0,0,0,0,0,0,0,0.001577772,0.003559574,0,0,0,0,0,0,0.022854531,0,0,0
exd-coord-coord-root,0.007,0,0,0,0,0,0,0.016046213,0,0,0.003953819,0,0,0,0.043221438,0.000788886,0.001779787,0.035285815,0,0.049204527,0,0,0,0,0.009533797,0,0.011330161
obj-adv-sbj-co-coord-pred-root,0.004,0.014577259,0,0,0.015673981,0,0,0,0,0.005090613,0.003953819,0,0.004597913,0,0,0.000788886,0,0,0,0,0.018677624,0.003537569,0,0,0,0,0.045320644
obj-atr-adv-auxp-pred-co-coord-root,0.004,0.00728863,0,0,0.015673981,0.015948963,0,0,0,0,0.007907639,0,0,0,0,0.003155545,0.001779787,0,0.035701535,0,0.009338812,0.003537569,0,0,0,0,0
obj-atr-adv-pred-root,0.004,0,0,0,0,0,0,0.032092426,0.016809548,0,0.007907639,0,0.009195825,0.012336541,0,0.000788886,0.003559574,0,0,0,0,0,0,0,0,0,0.011330161
obj-auxp-obj-auxc-pred-root,0.002,0,0,0,0,0,0.01416832,0,0,0.010181226,0,0,0.004597913,0,0,0.002366659,0.003559574,0,0,0,0,0,0,0,0.019067595,0.008940545,0
obj-auxp-obj-obj-pred-root,0.006,0,0,0,0,0,0,0,0,0,0.015815278,0.032015367,0.009195825,0,0,0,0,0.035285815,0,0.016401509,0,0.003537569,0.010555204,0.011427265,0.009533797,0,0
obj-co-coord-atvv-pred-root,0.005,0,0,0,0,0.031897927,0,0.032092426,0,0,0,0,0,0,0,0.001577772,0.001779787,0,0,0,0,0,0,0,0.019067595,0.035762181,0
obj-co-coord-auxp-adv-pred-root,0.003,0,0.020395676,0,0,0,0,0,0,0,0.007907639,0,0,0,0,0,0.001779787,0,0,0,0.018677624,0.014150276,0.021110407,0,0,0,0
obj-obj-adv-co-coord-auxc-pred-root,0.002,0.00728863,0,0,0,0,0,0,0,0.005090613,0,0,0.009195825,0,0,0.003944431,0.003559574,0,0,0,0,0,0,0,0,0,0.011330161
ocomp-adv-auxc-pred-root,0.004,0.00728863,0,0,0,0,0,0,0.016809548,0.010181226,0.003953819,0,0.013793738,0,0,0.000788886,0,0,0,0,0,0,0.010555204,0,0,0.035762181,0
ocomp-obj-pred-root,0.003,0.00728863,0,0,0.015673981,0,0,0,0,0.020362452,0.011861458,0,0.004597913,0,0,0.001577772,0.000889893,0,0,0,0,0,0,0,0,0,0.011330161
pnom-exd-obj-pred-co-coord-root,0.003,0,0,0,0,0,0.01416832,0,0.033619096,0,0,0,0,0,0.014407146,0.004733317,0.00266968,0,0,0.016401509,0,0,0,0,0,0,0
sbj-adv-auxc-pred-co-coord-coord-root,0.004,0.014577259,0,0,0,0,0,0,0,0.010181226,0,0,0.009195825,0,0,0.001577772,0.000889893,0,0,0.032803018,0,0,0.010555204,0,0.019067595,0,0
sbj-atr-obj-adv-auxc-pred-co-coord-root,0.002,0.00728863,0,0,0,0,0,0,0.016809548,0,0,0,0,0.012336541,0,0.004733317,0.003559574,0,0,0,0,0,0,0,0.009533797,0,0
sbj-atr-pnom-pred-root,0.002,0,0,0,0,0,0,0,0,0,0.003953819,0,0.004597913,0,0.014407146,0.002366659,0.004449467,0,0,0,0,0,0,0,0.019067595,0.008940545,0
sbj-atr-sbj-exd-pred-root,0.003,0,0,0,0,0,0,0,0.016809548,0,0,0,0,0,0.014407146,0.003155545,0.004449467,0,0,0,0,0,0,0,0,0.008940545,0.022660322
sbj-coord-obj-pred-co-coord-root,0.002,0,0,0,0,0,0,0,0,0,0,0.016007684,0.004597913,0,0,0.003155545,0.004449467,0,0,0,0.009338812,0.003537569,0,0,0,0,0.011330161
sbj-exd-obj-co-coord-pred-root,0.004,0,0.010197838,0,0,0,0,0,0,0,0,0,0,0,0.028814292,0.002366659,0.003559574,0,0,0.032803018,0,0,0,0.022854531,0,0,0
adv-adv-atr-obj-pred-co-coord-root,0.003,0,0,0.015260186,0,0,0,0,0,0,0,0,0.004597913,0.012336541,0,0.004733317,0,0,0,0,0,0.003537569,0.010555204,0,0,0.017881091,0
adv-adv-auxc-obj-pred-co-coord-root,0.003,0,0.010197838,0,0,0,0,0,0,0,0,0.016007684,0,0,0,0.003155545,0.00266968,0,0,0.032803018,0,0.003537569,0,0,0,0.008940545,0
