"","V1","V5","V10","V3","V12","V9","V11","V7","V8","V2","V13","V4","V6"
"1441",1787,"Sophocles","Athenaeus","Hdt","Aeschylus","Odyssey","Iliad","Hesiod","Plutarch","Lysias","Polybius","Thucydides","Diodorus"
"1442",1788,"0.977330917","0.022669074","8.67e-09","1.24e-12","6.12e-13","9.42e-21","4.25e-26","9.97e-34","9.03e-37","1.73e-41","4.16e-55","3.22e-93"
"1443",1789,"Odyssey","Iliad","Hdt","Hesiod","Athenaeus","Thucydides","Plutarch","Sophocles","Polybius","Aeschylus","Diodorus","Lysias"
"1444",1790,"1","1.56e-10","2.65e-32","1.34e-48","1.12e-89","6.87e-111","2.95e-116","2e-153","6.67e-181","2.82e-266","0","0"
"1445",1791,"Sophocles","Aeschylus","Athenaeus","Odyssey","Polybius","Iliad","Hesiod","Diodorus","Plutarch","Lysias","Hdt","Thucydides"
"1446",1792,"0.999999997","2.96e-09","2.23e-11","1.77e-25","7.82e-26","1.75e-50","8.48e-55","6.55e-65","1.53e-109","4.64e-125","5.36e-131","0"
"1447",1793,"Aeschylus","Sophocles","Athenaeus","Odyssey","Iliad","Hesiod","Hdt","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"1448",1794,"0.999958636","4.14e-05","2.65e-49","7.06e-89","5.69e-124","9.41e-224","5.03e-246","0","0","0","0","0"
"1449",1795,"Hesiod","Aeschylus","Odyssey","Iliad","Sophocles","Diodorus","Athenaeus","Hdt","Lysias","Plutarch","Polybius","Thucydides"
"1450",1796,"0.818282579","0.181717421","3.83e-51","8.06e-58","1.26e-176","3.65e-177","1.74e-248","0","0","0","0","0"
"1451",1797,"Hdt","Plutarch","Athenaeus","Iliad","Thucydides","Sophocles","Polybius","Odyssey","Aeschylus","Hesiod","Diodorus","Lysias"
"1452",1798,"1","2.81e-32","2.58e-47","1.19e-48","1.19e-63","4.51e-70","1.21e-75","2.6e-86","1.28e-89","3.28e-92","3.38e-103","6.16e-159"
"1453",1799,"Polybius","Plutarch","Diodorus","Athenaeus","Hdt","Thucydides","Sophocles","Aeschylus","Iliad","Hesiod","Lysias","Odyssey"
"1454",1800,"1","2.04e-11","7.72e-16","3.12e-20","2.76e-24","2.69e-52","2.56e-62","1.29e-66","9.56e-94","1.08e-115","7.03e-126","3.5e-131"
"1455",1801,"Sophocles","Athenaeus","Odyssey","Aeschylus","Hdt","Iliad","Lysias","Hesiod","Plutarch","Thucydides","Polybius","Diodorus"
"1456",1802,"0.908143149","0.09185685","6.17e-10","1.77e-10","1.15e-11","2.61e-21","1.51e-21","1.66e-30","1.33e-33","2.26e-41","5.06e-42","1.02e-99"
"1457",1803,"Hdt","Athenaeus","Polybius","Plutarch","Sophocles","Iliad","Aeschylus","Diodorus","Odyssey","Hesiod","Thucydides","Lysias"
"1458",1804,"0.999999998","1.68e-09","6.64e-29","1.68e-30","5.2e-37","1.83e-45","8.07e-47","2.82e-60","5.18e-66","5.23e-71","5.52e-74","2.69e-139"
"1459",1805,"Odyssey","Iliad","Aeschylus","Sophocles","Hesiod","Hdt","Athenaeus","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"1460",1806,"1","7.08e-14","6.68e-20","2.48e-27","1.38e-28","3.16e-56","2.47e-76","2.33e-137","2.8e-243","0","0","0"
"1461",1807,"Odyssey","Iliad","Aeschylus","Sophocles","Hesiod","Hdt","Athenaeus","Thucydides","Diodorus","Lysias","Plutarch","Polybius"
"1462",1808,"1","5.08e-16","6.89e-34","3.46e-47","1.39e-49","1.06e-132","1.19e-147","4.35e-277","0","0","0","0"
"1463",1809,"Hdt","Iliad","Thucydides","Hesiod","Athenaeus","Odyssey","Polybius","Plutarch","Diodorus","Aeschylus","Sophocles","Lysias"
"1464",1810,"1","8.56e-24","7.59e-24","6.61e-25","2.29e-33","3.56e-37","3.01e-56","2.41e-63","6.68e-71","2.37e-83","1.71e-86","2.76e-202"
"1465",1811,"Odyssey","Iliad","Hesiod","Hdt","Athenaeus","Thucydides","Sophocles","Polybius","Plutarch","Aeschylus","Diodorus","Lysias"
"1466",1812,"0.999999998","1.95e-09","5.38e-17","4.04e-38","1.96e-107","5.59e-111","3.07e-181","3.16e-190","6.49e-250","6.2e-276","0","0"
"1467",1813,"Athenaeus","Plutarch","Hdt","Sophocles","Aeschylus","Polybius","Iliad","Odyssey","Diodorus","Lysias","Thucydides","Hesiod"
"1468",1814,"1","8.73e-36","8.34e-41","5.35e-51","1.38e-88","3.33e-95","6.16e-109","1.52e-164","4.95e-165","1.78e-177","3.63e-257","0"
"1469",1815,"Sophocles","Aeschylus","Athenaeus","Odyssey","Iliad","Hesiod","Lysias","Diodorus","Hdt","Plutarch","Polybius","Thucydides"
"1470",1816,"1","4.54e-22","1.24e-79","4.01e-98","5.09e-159","7.37e-199","3.46e-269","0","0","0","0","0"
"1471",1817,"Diodorus","Polybius","Hdt","Thucydides","Plutarch","Iliad","Athenaeus","Sophocles","Hesiod","Odyssey","Aeschylus","Lysias"
"1472",1818,"1","3.17e-17","4.96e-49","1.08e-69","5.43e-70","8.26e-96","1.69e-105","2.65e-107","3.92e-144","8.6e-151","2.81e-160","0"
"1473",1819,"Thucydides","Hdt","Plutarch","Polybius","Odyssey","Athenaeus","Iliad","Hesiod","Diodorus","Sophocles","Lysias","Aeschylus"
"1474",1820,"0.996344684","0.003655316","5.72e-11","9.17e-25","1.48e-28","7.88e-33","1.58e-37","9.23e-50","9.68e-51","3.44e-95","8.98e-133","2.51e-141"
"1475",1821,"Iliad","Odyssey","Hesiod","Aeschylus","Sophocles","Hdt","Athenaeus","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"1476",1822,"0.999967138","3.29e-05","4.89e-48","1.77e-73","4.48e-86","2.35e-121","6.89e-202","0","0","0","0","0"
"1477",1823,"Plutarch","Hdt","Athenaeus","Sophocles","Aeschylus","Polybius","Iliad","Odyssey","Lysias","Thucydides","Diodorus","Hesiod"
"1478",1824,"0.999999999","1.23e-09","8.93e-16","1.23e-36","1.78e-49","1.73e-74","6.99e-79","2.95e-80","1.53e-96","1.17e-101","2.99e-106","2.53e-293"
"1479",1825,"Hesiod","Iliad","Odyssey","Aeschylus","Sophocles","Athenaeus","Hdt","Polybius","Thucydides","Plutarch","Diodorus","Lysias"
"1480",1826,"1","4.7e-13","3.26e-21","7.21e-26","2.82e-43","1.23e-74","6.58e-90","8.58e-184","3.72e-187","6.1e-251","0","0"
"1481",1827,"Thucydides","Hdt","Plutarch","Odyssey","Athenaeus","Hesiod","Iliad","Polybius","Diodorus","Sophocles","Lysias","Aeschylus"
"1482",1828,"1","5.56e-21","1.71e-33","5.04e-40","6.91e-53","6.82e-53","5.96e-57","4.69e-57","1.43e-77","1.07e-116","9.81e-117","6.26e-177"
"1483",1829,"Odyssey","Iliad","Sophocles","Aeschylus","Hesiod","Hdt","Athenaeus","Polybius","Thucydides","Diodorus","Lysias","Plutarch"
"1484",1830,"1","1.14e-13","3.99e-37","1.56e-45","6.32e-57","7.74e-81","4.26e-117","1.79e-254","1.76e-259","0","0","0"
"1485",1831,"Odyssey","Sophocles","Aeschylus","Iliad","Hesiod","Hdt","Athenaeus","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"1486",1832,"1","6.5e-27","1.08e-30","1.84e-62","4.61e-107","3.19e-118","2.45e-150","0","0","0","0","0"
"1487",1833,"Iliad","Hesiod","Odyssey","Sophocles","Aeschylus","Athenaeus","Hdt","Polybius","Plutarch","Thucydides","Diodorus","Lysias"
"1488",1834,"0.999998737","1e-06","2.62e-07","9.62e-32","4.6e-57","9.64e-95","1.52e-103","2.41e-228","7.1e-274","9.56e-287","0","0"
"1489",1835,"Polybius","Athenaeus","Diodorus","Plutarch","Hdt","Sophocles","Thucydides","Aeschylus","Iliad","Lysias","Hesiod","Odyssey"
"1490",1836,"1","1.28e-21","2.81e-23","2.28e-32","1.44e-42","1.33e-81","2.7e-88","1.24e-95","2.3e-116","3.13e-118","1.97e-164","1.14e-167"
"1491",1837,"Athenaeus","Polybius","Sophocles","Plutarch","Odyssey","Hdt","Iliad","Lysias","Aeschylus","Diodorus","Hesiod","Thucydides"
"1492",1838,"0.999999999","6.27e-10","7.68e-12","3.65e-23","6.28e-26","1.02e-26","7.35e-28","4.57e-31","1.11e-37","2.6e-43","8.94e-75","7.36e-93"
"1493",1839,"Sophocles","Athenaeus","Hdt","Aeschylus","Iliad","Hesiod","Odyssey","Plutarch","Thucydides","Diodorus","Lysias","Polybius"
"1494",1840,"1","3.24e-17","5.46e-53","1.74e-59","1.03e-79","8.35e-90","2.65e-91","6.86e-131","5.17e-139","0","0","0"
"1495",1841,"Iliad","Odyssey","Hesiod","Hdt","Athenaeus","Thucydides","Polybius","Sophocles","Plutarch","Aeschylus","Diodorus","Lysias"
"1496",1842,"0.959634087","0.040365913","2.99e-21","1.41e-68","8.39e-108","1.24e-163","3.72e-175","4.08e-182","3.78e-270","7.34e-278","0","0"
"1497",1843,"Hesiod","Aeschylus","Odyssey","Iliad","Sophocles","Athenaeus","Hdt","Thucydides","Diodorus","Lysias","Plutarch","Polybius"
"1498",1844,"0.999993968","6.03e-06","3.23e-26","3.57e-32","9.5e-63","6.92e-90","1.87e-270","1.61e-273","0","0","0","0"
"1499",1845,"Plutarch","Polybius","Athenaeus","Diodorus","Hdt","Sophocles","Thucydides","Aeschylus","Iliad","Odyssey","Hesiod","Lysias"
"1500",1846,"0.99999895","1.05e-06","2.57e-10","5.57e-21","1.49e-21","4.84e-38","2.9e-39","1.58e-46","5.09e-53","5.78e-57","2.1e-67","1.64e-73"
"1501",1847,"Polybius","Athenaeus","Diodorus","Plutarch","Hdt","Sophocles","Aeschylus","Thucydides","Iliad","Hesiod","Odyssey","Lysias"
"1502",1848,"1","4.34e-39","1.05e-42","3.79e-59","3.22e-63","1.87e-108","3.64e-119","2.51e-153","1.7e-186","9.3e-193","8.14e-268","0"
"1503",1849,"Athenaeus","Hdt","Plutarch","Sophocles","Iliad","Odyssey","Polybius","Aeschylus","Hesiod","Thucydides","Diodorus","Lysias"
"1504",1850,"1","5.62e-22","7.23e-53","1.13e-59","2.7e-69","2.68e-79","9.71e-82","1.98e-83","6.23e-91","1.24e-120","9.39e-149","2.53e-256"
"1505",1851,"Odyssey","Iliad","Hesiod","Sophocles","Aeschylus","Athenaeus","Hdt","Diodorus","Lysias","Plutarch","Polybius","Thucydides"
"1506",1852,"1","1.42e-11","2.2e-26","1.1e-91","3.99e-136","8.67e-210","6.53e-294","0","0","0","0","0"
"1507",1853,"Aeschylus","Hesiod","Sophocles","Odyssey","Iliad","Athenaeus","Hdt","Polybius","Thucydides","Plutarch","Diodorus","Lysias"
"1508",1854,"0.99970786","0.00029214","2.94e-11","3.65e-15","3.9e-16","2.26e-46","4.29e-104","2.15e-240","1.45e-258","3.1e-276","0","0"
"1509",1855,"Aeschylus","Sophocles","Odyssey","Hesiod","Athenaeus","Iliad","Diodorus","Hdt","Lysias","Plutarch","Polybius","Thucydides"
"1510",1856,"1","6.36e-17","4.78e-100","4.11e-135","1.1e-141","2.8e-159","0","0","0","0","0","0"
"1511",1857,"Aeschylus","Odyssey","Iliad","Hesiod","Sophocles","Hdt","Athenaeus","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"1512",1858,"1","2.35e-21","1.21e-30","7.03e-38","1.22e-39","2.79e-104","5.71e-105","5.18e-240","4.35e-242","0","0","0"
"1513",1859,"Diodorus","Thucydides","Hdt","Iliad","Odyssey","Plutarch","Polybius","Athenaeus","Hesiod","Sophocles","Aeschylus","Lysias"
"1514",1860,"0.999999994","6.13e-09","7.62e-30","1.75e-49","4.04e-60","4.68e-89","6.19e-114","5.43e-145","3.46e-178","4.45e-307","0","0"
"1515",1861,"Plutarch","Athenaeus","Polybius","Hdt","Sophocles","Aeschylus","Thucydides","Diodorus","Iliad","Odyssey","Hesiod","Lysias"
"1516",1862,"1","2.38e-14","7.25e-17","4.75e-25","1.37e-38","2.48e-56","6.94e-58","7.23e-65","2.63e-66","4.35e-72","3.23e-95","1.55e-130"
"1517",1863,"Diodorus","Polybius","Plutarch","Hdt","Thucydides","Hesiod","Athenaeus","Iliad","Sophocles","Odyssey","Aeschylus","Lysias"
"1518",1864,"1","2.34e-36","2.62e-48","2.76e-58","8.62e-73","1.85e-90","1.39e-122","7.41e-142","6.57e-159","4.71e-182","8.87e-255","0"
"1519",1865,"Sophocles","Athenaeus","Hdt","Aeschylus","Odyssey","Hesiod","Thucydides","Iliad","Plutarch","Polybius","Lysias","Diodorus"
"1520",1866,"0.998543297","0.001456311","3.92e-07","1.18e-12","6.9e-13","5.73e-21","3.27e-21","2.13e-21","1.26e-30","9.92e-46","5.96e-60","1.33e-113"
"1521",1867,"Odyssey","Iliad","Hdt","Athenaeus","Thucydides","Sophocles","Hesiod","Polybius","Plutarch","Aeschylus","Diodorus","Lysias"
"1522",1868,"0.999999999","7.94e-10","2.7e-42","4.93e-100","1.38e-109","1.35e-169","2.85e-187","1.18e-221","9.88e-234","1.63e-268","0","0"
"1523",1869,"Thucydides","Hdt","Diodorus","Plutarch","Odyssey","Iliad","Polybius","Athenaeus","Hesiod","Sophocles","Lysias","Aeschylus"
"1524",1870,"1","1.94e-17","2.38e-27","2.92e-34","4.21e-41","1.81e-62","8.09e-67","3.79e-95","9.95e-106","1.87e-129","1.02e-184","5.34e-188"
"1525",1871,"Athenaeus","Aeschylus","Sophocles","Hesiod","Hdt","Iliad","Odyssey","Polybius","Plutarch","Thucydides","Diodorus","Lysias"
"1526",1872,"1","5.06e-18","1.42e-36","2.92e-48","8.13e-69","1.81e-78","7.1e-88","2.37e-106","1.33e-112","6.96e-208","0","0"
"1527",1873,"Polybius","Plutarch","Athenaeus","Hdt","Diodorus","Thucydides","Hesiod","Aeschylus","Sophocles","Iliad","Odyssey","Lysias"
"1528",1874,"0.999999989","1.1e-08","1.32e-17","3.15e-21","9.26e-22","1.01e-52","1.38e-60","2.18e-66","1.33e-66","2.42e-94","3.92e-130","1.51e-205"
"1529",1875,"Hdt","Thucydides","Polybius","Diodorus","Aeschylus","Hesiod","Athenaeus","Iliad","Sophocles","Plutarch","Odyssey","Lysias"
"1530",1876,"1","3.73e-51","3.57e-65","4.48e-74","1.64e-130","2.08e-163","5.41e-192","1.84e-201","3.92e-211","2.12e-212","7.87e-252","0"
"1531",1877,"Athenaeus","Sophocles","Aeschylus","Hdt","Hesiod","Iliad","Odyssey","Plutarch","Polybius","Thucydides","Lysias","Diodorus"
"1532",1878,"1","9.33e-33","7.01e-36","2.25e-77","8.72e-85","5.53e-90","2.32e-95","4.56e-106","3.5e-149","1.23e-206","9.7e-215","5.71e-278"
"1533",1879,"Sophocles","Aeschylus","Iliad","Odyssey","Hesiod","Athenaeus","Hdt","Polybius","Plutarch","Diodorus","Lysias","Thucydides"
"1534",1880,"1","7.48e-11","2.49e-19","3.15e-24","2.47e-25","2.42e-71","1.08e-141","6.22e-206","1.56e-255","0","0","0"
"1535",1881,"Hdt","Plutarch","Athenaeus","Iliad","Thucydides","Sophocles","Hesiod","Odyssey","Polybius","Aeschylus","Diodorus","Lysias"
"1536",1882,"1","5.16e-31","3.14e-48","5.6e-50","2.23e-64","3.77e-72","1.84e-79","7.37e-83","1.34e-84","4.72e-88","1.25e-104","0"
"1537",1883,"Sophocles","Aeschylus","Odyssey","Athenaeus","Hesiod","Iliad","Lysias","Hdt","Diodorus","Plutarch","Polybius","Thucydides"
"1538",1884,"1","5.87e-29","3.39e-74","2.21e-112","2.56e-124","6.16e-138","2.59e-178","4.81e-276","0","0","0","0"
"1539",1885,"Diodorus","Polybius","Hdt","Plutarch","Athenaeus","Thucydides","Hesiod","Aeschylus","Iliad","Sophocles","Odyssey","Lysias"
"1540",1886,"1","6.22e-19","5.36e-27","8.05e-51","2.96e-60","4.72e-72","1.01e-73","1.85e-101","2.96e-106","6.34e-149","3.27e-151","0"
"1541",1887,"Polybius","Diodorus","Plutarch","Athenaeus","Hdt","Sophocles","Iliad","Thucydides","Hesiod","Aeschylus","Odyssey","Lysias"
"1542",1888,"1","6.69e-28","7.87e-34","4.26e-36","5.4e-61","1.11e-78","1.07e-117","2.28e-135","1.78e-149","8.29e-190","2.91e-253","7.88e-277"
"1543",1889,"Sophocles","Aeschylus","Athenaeus","Lysias","Polybius","Odyssey","Hesiod","Iliad","Diodorus","Plutarch","Hdt","Thucydides"
"1544",1890,"0.999999389","6.11e-07","4.74e-14","1.71e-21","5.55e-27","5.18e-27","2.49e-48","2.97e-51","1.89e-97","8.62e-116","3.31e-129","5.08e-225"
"1545",1891,"Hdt","Polybius","Athenaeus","Plutarch","Iliad","Aeschylus","Sophocles","Odyssey","Hesiod","Thucydides","Diodorus","Lysias"
"1546",1892,"1","6.03e-24","6.21e-25","1.44e-25","8.38e-27","1.4e-31","8.56e-34","5.69e-38","1.79e-41","2.66e-66","2.52e-86","1.6e-119"
"1547",1893,"Athenaeus","Sophocles","Aeschylus","Hesiod","Iliad","Odyssey","Polybius","Lysias","Hdt","Plutarch","Diodorus","Thucydides"
"1548",1894,"1","7.84e-27","2.33e-27","1.51e-63","9.34e-70","2.55e-89","8.12e-99","6.07e-100","2.62e-128","6.37e-156","1.89e-163","4e-302"
"1549",1895,"Athenaeus","Polybius","Sophocles","Plutarch","Iliad","Odyssey","Lysias","Hdt","Aeschylus","Hesiod","Diodorus","Thucydides"
"1550",1896,"0.999999999","5.48e-10","4.24e-11","7.15e-26","4.18e-27","2.64e-27","5.65e-29","3.94e-29","5.71e-40","1.62e-45","1.21e-52","9.88e-56"
"1551",1897,"Aeschylus","Sophocles","Odyssey","Hesiod","Athenaeus","Iliad","Hdt","Polybius","Plutarch","Lysias","Diodorus","Thucydides"
"1552",1898,"0.942199999","0.057800001","2.85e-40","3.26e-42","2.81e-44","1.08e-46","9.37e-173","6.02e-174","4.76e-245","2.03e-263","0","0"
"1553",1899,"Iliad","Odyssey","Hesiod","Aeschylus","Sophocles","Athenaeus","Hdt","Polybius","Plutarch","Thucydides","Lysias","Diodorus"
"1554",1900,"0.999999999","6.71e-10","1.11e-21","1.45e-40","1.05e-42","1.28e-72","8.6e-117","3.39e-192","1.9e-210","5.06e-275","7.97e-302","7.1e-306"
"1555",1901,"Athenaeus","Sophocles","Hdt","Iliad","Odyssey","Aeschylus","Hesiod","Plutarch","Thucydides","Polybius","Lysias","Diodorus"
"1556",1902,"1","8.11e-44","2.18e-50","2.63e-53","3.58e-59","1.21e-64","9.43e-73","3.18e-93","1.79e-116","5.77e-133","1.74e-200","1.65e-251"
"1557",1903,"Diodorus","Polybius","Hdt","Plutarch","Athenaeus","Hesiod","Thucydides","Iliad","Sophocles","Odyssey","Aeschylus","Lysias"
"1558",1904,"0.999999933","6.66e-08","1.34e-36","1.3e-48","4.53e-58","2.14e-105","8.62e-106","3.39e-107","2.23e-129","2.86e-135","1.12e-151","0"
"1559",1905,"Aeschylus","Odyssey","Iliad","Hesiod","Sophocles","Athenaeus","Hdt","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"1560",1906,"1","9.69e-23","1.03e-30","1.1e-35","1.94e-47","5.6e-115","1.97e-115","7.66e-230","6.28e-260","0","0","0"
"1561",1907,"Odyssey","Hesiod","Iliad","Aeschylus","Hdt","Athenaeus","Polybius","Thucydides","Plutarch","Lysias","Sophocles","Diodorus"
"1562",1908,"1","2.13e-11","1.87e-11","2.04e-14","1.02e-31","3.72e-40","1.38e-120","2.33e-147","2.32e-207","1.44e-255","6.84e-283","4.33e-285"
"1563",1909,"Iliad","Odyssey","Hesiod","Aeschylus","Sophocles","Hdt","Athenaeus","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"1564",1910,"1","6.84e-13","1.12e-21","6.59e-65","1.16e-75","5.89e-80","5.49e-128","2.06e-201","6.13e-267","0","0","0"
"1565",1911,"Sophocles","Athenaeus","Hdt","Aeschylus","Odyssey","Polybius","Lysias","Iliad","Hesiod","Plutarch","Diodorus","Thucydides"
"1566",1912,"0.999999996","4.34e-09","1.67e-11","1.16e-21","1.74e-29","5.36e-31","2.49e-38","1.22e-52","1.78e-53","7.96e-88","3.7e-89","6.06e-151"
"1567",1913,"Thucydides","Hdt","Polybius","Plutarch","Athenaeus","Iliad","Odyssey","Hesiod","Diodorus","Sophocles","Aeschylus","Lysias"
"1568",1914,"1","1.33e-12","5.69e-19","3.58e-20","4.83e-32","2.88e-37","1.23e-39","1.14e-40","3.58e-41","2.09e-82","9.96e-93","0"
"1569",1915,"Diodorus","Thucydides","Polybius","Plutarch","Hdt","Hesiod","Athenaeus","Iliad","Sophocles","Odyssey","Aeschylus","Lysias"
"1570",1916,"1","3.21e-17","2.36e-24","1.67e-27","4.37e-50","3.13e-65","1.41e-95","6.8e-103","1.82e-108","8.48e-113","7.49e-125","2.57e-213"
"1571",1917,"Hdt","Polybius","Iliad","Athenaeus","Aeschylus","Plutarch","Sophocles","Hesiod","Odyssey","Thucydides","Diodorus","Lysias"
"1572",1918,"1","7.83e-17","1.52e-22","4.04e-23","9.65e-27","7.73e-28","1.05e-30","7.05e-35","2.57e-37","6.58e-59","1.1e-74","1.4e-192"
"1573",1919,"Plutarch","Hdt","Athenaeus","Sophocles","Aeschylus","Polybius","Iliad","Odyssey","Thucydides","Hesiod","Diodorus","Lysias"
"1574",1920,"0.965749781","0.034250219","7.41e-11","7.3e-38","1.02e-44","2.55e-68","2.54e-73","5.25e-76","1.12e-87","1.14e-104","1.18e-127","0"
"1575",1921,"Hesiod","Aeschylus","Odyssey","Iliad","Sophocles","Athenaeus","Thucydides","Diodorus","Hdt","Lysias","Plutarch","Polybius"
"1576",1922,"1","4.32e-24","3.52e-46","4.86e-49","1.56e-97","5.88e-116","9.13e-287","0","0","0","0","0"
"1577",1923,"Athenaeus","Hesiod","Sophocles","Iliad","Odyssey","Hdt","Aeschylus","Plutarch","Polybius","Thucydides","Diodorus","Lysias"
"1578",1924,"1","6.17e-42","1.14e-49","4.33e-58","3.67e-62","6.68e-65","9.8e-75","8e-93","4.85e-131","7.15e-133","0","0"
"1579",1925,"Sophocles","Aeschylus","Athenaeus","Hesiod","Odyssey","Iliad","Hdt","Polybius","Plutarch","Lysias","Diodorus","Thucydides"
"1580",1926,"0.999999418","5.82e-07","2.18e-33","1.15e-37","2.69e-39","2.27e-41","3.9e-96","1.67e-192","2.65e-195","2.42e-296","0","0"
"1581",1927,"Thucydides","Hdt","Plutarch","Odyssey","Hesiod","Athenaeus","Iliad","Polybius","Diodorus","Sophocles","Lysias","Aeschylus"
"1582",1928,"1","3.99e-26","2.32e-35","2.93e-40","5.69e-43","1.5e-53","2.6e-55","3.57e-56","8.05e-94","3.44e-103","8.82e-123","8.57e-184"
"1583",1929,"Aeschylus","Sophocles","Iliad","Odyssey","Hesiod","Athenaeus","Hdt","Polybius","Plutarch","Diodorus","Lysias","Thucydides"
"1584",1930,"0.999999989","1.13e-08","3.28e-12","9.73e-20","9.24e-22","5.79e-63","8.93e-114","3.85e-198","3.5e-258","0","0","0"
"1585",1931,"Athenaeus","Plutarch","Hdt","Sophocles","Aeschylus","Hesiod","Polybius","Iliad","Odyssey","Diodorus","Thucydides","Lysias"
"1586",1932,"1","5.17e-34","2.55e-34","1.01e-70","8.01e-87","5.89e-88","2.36e-90","5.23e-108","3.37e-172","6.36e-214","9.57e-237","0"
"1587",1933,"Hdt","Polybius","Athenaeus","Plutarch","Aeschylus","Thucydides","Hesiod","Iliad","Odyssey","Sophocles","Diodorus","Lysias"
"1588",1934,"0.98455014","0.01544986","9.02e-12","1.35e-13","1.32e-26","2.38e-33","4.41e-35","4.88e-45","3.9e-52","5.13e-53","3.21e-74","1.94e-150"
"1589",1935,"Polybius","Plutarch","Diodorus","Athenaeus","Hdt","Thucydides","Hesiod","Sophocles","Iliad","Aeschylus","Odyssey","Lysias"
"1590",1936,"1","2.83e-14","7.83e-33","3.45e-43","1.45e-45","5.75e-50","7.83e-56","6.25e-66","2.71e-71","2.14e-85","5.52e-91","2.58e-178"
"1591",1937,"Sophocles","Aeschylus","Athenaeus","Odyssey","Iliad","Hesiod","Hdt","Polybius","Diodorus","Lysias","Plutarch","Thucydides"
"1592",1938,"0.965449864","0.034550136","3.78e-47","4.72e-51","3.77e-75","2.34e-105","1.01e-214","6.38e-223","0","0","0","0"
"1593",1939,"Iliad","Odyssey","Hesiod","Aeschylus","Sophocles","Hdt","Athenaeus","Thucydides","Polybius","Diodorus","Lysias","Plutarch"
"1594",1940,"0.999999924","7.62e-08","3.47e-16","1.07e-53","5.48e-58","1.04e-60","2.55e-108","2.26e-164","5.11e-219","0","0","0"
"1595",1941,"Hdt","Thucydides","Athenaeus","Plutarch","Iliad","Hesiod","Polybius","Aeschylus","Odyssey","Sophocles","Diodorus","Lysias"
"1596",1942,"1","2.08e-12","9.88e-18","7.75e-28","2.65e-29","1.36e-36","2.61e-38","1.46e-45","3.7e-56","2.79e-56","3.31e-163","0"
"1597",1943,"Diodorus","Polybius","Hdt","Plutarch","Thucydides","Athenaeus","Hesiod","Iliad","Aeschylus","Odyssey","Sophocles","Lysias"
"1598",1944,"1","1.2e-19","4.2e-28","2.86e-29","2.35e-40","4.08e-71","1e-83","2.24e-87","9.5e-117","7.33e-140","1.3e-145","1.2e-257"
"1599",1945,"Hdt","Thucydides","Odyssey","Iliad","Hesiod","Polybius","Plutarch","Diodorus","Sophocles","Athenaeus","Aeschylus","Lysias"
"1600",1946,"1","2.48e-16","2.56e-24","1.29e-26","2.47e-30","2.8e-55","1.7e-71","8.14e-87","5.26e-91","3.25e-92","5.16e-105","0"
"1601",1947,"Aeschylus","Sophocles","Athenaeus","Odyssey","Iliad","Hesiod","Polybius","Hdt","Plutarch","Thucydides","Diodorus","Lysias"
"1602",1948,"0.982505827","0.017494173","6.56e-23","1.3e-40","2.2e-47","9.1e-62","4.75e-165","1.22e-171","5.11e-237","1.99e-276","0","0"
"1603",1949,"Thucydides","Plutarch","Diodorus","Polybius","Hdt","Hesiod","Odyssey","Sophocles","Iliad","Athenaeus","Aeschylus","Lysias"
"1604",1950,"1","1.45e-15","7.15e-21","2.47e-25","5.29e-33","1.27e-57","3.37e-60","1.66e-65","2.37e-82","8.13e-86","6.6e-101","0"
"1605",1951,"Aeschylus","Sophocles","Athenaeus","Odyssey","Hesiod","Iliad","Hdt","Polybius","Lysias","Plutarch","Diodorus","Thucydides"
"1606",1952,"1","3.78e-16","1.14e-42","5.62e-46","1.73e-48","1.19e-48","1.35e-128","3.15e-183","1.49e-246","7.25e-302","0","0"
"1607",1953,"Hesiod","Iliad","Odyssey","Aeschylus","Sophocles","Athenaeus","Hdt","Polybius","Thucydides","Plutarch","Diodorus","Lysias"
"1608",1954,"1","1.98e-11","1.67e-17","1.04e-23","2.09e-48","2.45e-72","9.07e-106","7.08e-176","3.78e-194","5.27e-247","0","0"
